chem_id,DTXCID209612,DTXCID209612_units,pred_class,ACT,AUC,pval,DTXCID50778,DTXCID50778_units,DTXCID405975,DTXCID405975_units,DTXCID00809691,DTXCID00809691_units,DTXCID101327,DTXCID101327_units,DTXCID104176,DTXCID104176_units,DTXCID109600,DTXCID109600_units,DTXCID7012535,DTXCID7012535_units,DTXCID601717,DTXCID601717_units,DTXCID7014496,DTXCID7014496_units,DTXCID40759,DTXCID40759_units,DTXCID901780,DTXCID901780_units,DTXCID9012359,DTXCID9012359_units,DTXCID4012649,DTXCID4012649_units,DTXCID60242,DTXCID60242_units,DTXCID901808,DTXCID901808_units
SUB:body weight,pos_effect,,Pos,0.783,0.0,0.995,600.0,mg/kg/day,75.0,mg/kg/day,580.0,mg/kg/day,5.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,131.0,mg/kg/day,no_effect,,150.0,mg/kg/day,199.0,mg/kg/day
SUB:bone,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:bone marrow,no_effect,,Neg,0.415,0.0,0.995,no_data,,37.5,mg/kg/day,500.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,1021.0,mg/kg/day
SUB:brain,no_effect,,Neg,0.116,0.0,0.985,no_effect,,no_effect,,no_effect,,15.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,150.0,mg/kg/day,no_effect,
SUB:calcium,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,3.52,mg/kg/day,no_data,,no_data,,no_data,
SUB:cholesterol,no_effect,,Neg,0.254,0.0,0.995,no_effect,,no_effect,,500.0,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,1.25,mg/kg/day,3.24,mg/kg/day,57.9,mg/kg/day,no_data,,no_effect,
SUB:clinical signs,pos_effect,,Pos,0.771,0.0,0.995,1000.0,mg/kg/day,no_effect,,50.0,mg/kg/day,5.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,400.0,mg/kg/day,1000.0,mg/kg/day,no_effect,,131.0,mg/kg/day,no_effect,,no_effect,,2723.0,mg/kg/day
SUB:clitoral gland,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:creatine phosphokinase,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:creatinine,no_effect,,Neg,0.153,0.0,0.95,no_effect,,no_effect,,500.0,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,140.0,mg/kg/day,no_data,,no_data,,no_effect,
SUB:ear,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:eosinophils,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,809.7,mg/kg/day,no_data,,no_data,,no_data,
SUB:epididymis,no_effect,,Neg,0.117,0.0,0.98,no_effect,,no_effect,,no_effect,,500.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,536.0,mg/kg/day,no_effect,,no_effect,,no_effect,
SUB:erythrocyte (rbc) count differential,no_effect,,Neg,0.261,0.0,0.945,no_effect,,18.75,mg/kg/day,no_data,,500.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,536.0,mg/kg/day,no_data,,no_data,,no_effect,
SUB:esophagus,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:estrous cycle,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,5.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,129.0,mg/kg/day
SUB:eye,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:food consumption,pos_effect,,Pos,0.524,0.125,0.95,no_data,,no_data,,580.0,mg/kg/day,5.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,559.66,mg/kg/day,no_effect,,no_effect,,2024.0,mg/kg/day
SUB:full gross necropsy,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:gallbladder,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_effect,
SUB:gamma glutamyl transferase (ggt),pos_effect,,Pos,1.0,0,1,no_data,,150.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,536.0,mg/kg/day,no_data,,no_data,,no_data,
SUB:gamma glutamyl transpeptides (gtp),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,803.0,mg/kg/day,no_data,,no_data,,no_data,
SUB:globulins,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,131.0,mg/kg/day,no_data,,no_data,,no_data,
SUB:glucose,no_effect,,Neg,0.068,0.0,0.885,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,809.7,mg/kg/day,no_data,,no_data,,no_effect,
SUB:glutamate dehydrogenase,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,616.0,mg/kg/day,no_data,,no_data,,no_data,
SUB:harderian gland,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:heart,no_effect,,Neg,0.24,0.0,1.0,no_effect,,150.0,mg/kg/day,no_effect,,15.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,803.0,mg/kg/day,178.0,mg/kg/day,no_effect,,no_effect,
SUB:hematocrit (hct),no_effect,,Neg,0.261,0.0,0.98,no_effect,,37.5,mg/kg/day,no_data,,500.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,536.0,mg/kg/day,no_data,,no_data,,no_effect,
SUB:hemoglobin (hgb),no_effect,,Neg,0.324,0.0,0.975,no_effect,,37.5,mg/kg/day,3.55,mg/kg/day,500.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,536.0,mg/kg/day,no_data,,no_data,,no_effect,
SUB:intestine large,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:intestine small,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:ketones,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,223.0,mg/kg/day,no_data,
SUB:kidney,pos_effect,,Pos,0.892,0.0,0.98,150.0,mg/kg/day,9.375,mg/kg/day,30.0,mg/kg/day,15.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,400.0,mg/kg/day,no_effect,,no_effect,,18.95,mg/kg/day,57.9,mg/kg/day,50.0,mg/kg/day,1017.0,mg/kg/day
SUB:lactic acid dehydrogenase (ldh),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,3.125,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SUB:larynx,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:leukocyte (wbc) count differential,no_effect,,Neg,0.074,0.0,0.8,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,616.0,mg/kg/day,no_data,,no_data,,no_effect,
SUB:lipids,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,3.24,mg/kg/day,no_data,,no_data,,no_data,
SUB:liver,no_effect,,Neg,0.464,0.0,1.0,no_effect,,18.75,mg/kg/day,50.0,mg/kg/day,150.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,1.25,mg/kg/day,18.95,mg/kg/day,17.1,mg/kg/day,150.0,mg/kg/day,199.0,mg/kg/day
SUB:lung,no_effect,,Neg,0.071,0.0,0.92,no_effect,,150.0,mg/kg/day,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:lymph node,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:lymphocyte,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,803.0,mg/kg/day,no_data,,no_data,,no_data,
SUB:mammary gland,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:mean corpuscular (cell) volume (mcv),no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:mean corpuscular hemoglobin (mch),no_effect,,Neg,0.096,0.0,0.825,no_effect,,no_effect,,no_data,,500.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:mean corpuscular hemoglobin concentration (mchc),no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:mortality,pos_effect,,Pos,0.596,0.035714285714285726,0.995,2000.0,mg/kg/day,no_effect,,no_effect,,15.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,1000.0,mg/kg/day,no_effect,,536.0,mg/kg/day,no_effect,,no_effect,,no_effect,
SUB:nerve,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:neutrophils,pos_effect,,Pos,1.0,0,1,no_data,,150.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,803.0,mg/kg/day,no_data,,no_data,,no_data,
SUB:nose,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:occult blood,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,
SUB:ovary,no_effect,,Neg,0.187,0.0,1.0,no_effect,,150.0,mg/kg/day,no_effect,,150.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,803.0,mg/kg/day,no_effect,,no_effect,,no_effect,
SUB:pancreas,no_effect,,Neg,0.053,0.0,0.945,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,536.0,mg/kg/day,no_effect,,no_effect,,no_effect,
SUB:parathyroid,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,
SUB:parathyroid gland,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:ph,no_effect,,Neg,0.301,0.0,0.675,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,616.0,mg/kg/day,no_data,,no_data,,no_data,
SUB:pharynx,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:pituitary gland,no_effect,,Neg,0.053,0.0,0.915,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,18.95,mg/kg/day,no_effect,,no_effect,,no_effect,
SUB:platelet,no_effect,,Neg,0.172,0.0,0.895,no_effect,,75.0,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,580.95,mg/kg/day,no_data,,no_data,,no_effect,
SUB:potassium,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,400.0,mg/kg/day,no_data,,no_data,,616.0,mg/kg/day,no_data,,no_data,,no_data,
SUB:preputial gland,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:prostate,no_effect,,Neg,0.053,0.0,0.885,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,131.0,mg/kg/day,no_effect,,no_effect,,no_effect,
SUB:protein,no_effect,,Neg,0.143,0.0,0.98,no_effect,,no_effect,,170.0,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,131.0,mg/kg/day,no_data,,no_data,,no_effect,
SUB:reticulocyte,no_effect,,Neg,0.106,0.0,0.79,no_effect,,18.75,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:salivary glands,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:seminal vesicle,no_effect,,Neg,0.053,0.0,0.88,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,131.0,mg/kg/day,no_effect,,no_effect,,no_effect,
SUB:skeletal muscle,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:skin,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:sorbitol dehydrogenase,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:specific gravity/osmolality,pos_effect,,Pos,0.514,0.0,0.515,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,2000.0,mg/kg/day,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,
SUB:sperm measure,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,500.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:spinal cord,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:spleen,no_effect,,Neg,0.173,0.0,0.995,no_effect,,no_effect,,500.0,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,22.1,mg/kg/day,214.0,mg/kg/day,no_effect,,no_effect,
SUB:stomach,no_effect,,Neg,0.231,0.0,1.0,no_effect,,75.0,mg/kg/day,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,734.0,mg/kg/day,no_effect,,no_effect,,no_effect,,no_effect,,150.0,mg/kg/day,2723.0,mg/kg/day
SUB:testes,no_effect,,Neg,0.274,0.0,0.995,no_effect,,no_effect,,no_effect,,150.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,536.0,mg/kg/day,178.0,mg/kg/day,150.0,mg/kg/day,2028.0,mg/kg/day
SUB:thymus,no_effect,,Neg,0.122,0.0,0.975,no_effect,,75.0,mg/kg/day,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,1017.0,mg/kg/day
SUB:thyroid gland,no_effect,,Neg,0.12,0.0,0.985,no_effect,,no_effect,,500.0,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,18.95,mg/kg/day,no_effect,,no_effect,,no_effect,
SUB:tongue,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:trachea,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:triglycerides,no_effect,,Neg,0.074,0.0,0.85,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,1.25,mg/kg/day,no_data,,no_data,,no_data,,no_effect,
SUB:urea nitrogen,no_effect,,Neg,0.153,0.0,0.96,no_effect,,no_effect,,3.55,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,536.0,mg/kg/day,no_data,,no_data,,no_effect,
SUB:urinary bladder,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:uterus,no_effect,,Neg,0.064,0.0,0.895,no_effect,,no_effect,,no_effect,,50.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,
SUB:vagina,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,
SUB:volume,no_effect,,Neg,0.318,0.0,0.69,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,2000.0,mg/kg/day,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,
