chem_id,DTXCID30637,DTXCID30637_units,pred_class,ACT,AUC,pval,DTXCID6027,DTXCID6027_units,DTXCID009677,DTXCID009677_units,DTXCID109600,DTXCID109600_units,DTXCID805337,DTXCID805337_units,DTXCID7014945,DTXCID7014945_units,DTXCID9014341,DTXCID9014341_units,DTXCID901426,DTXCID901426_units,DTXCID6014455,DTXCID6014455_units,DTXCID00941,DTXCID00941_units,DTXCID3012361,DTXCID3012361_units,DTXCID9014347,DTXCID9014347_units,DTXCID7019367,DTXCID7019367_units,DTXCID1012042,DTXCID1012042_units,DTXCID90508,DTXCID90508_units,DTXCID505,DTXCID505_units
SAC:testes,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:thymus,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:thyroid gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:trachea,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:triglycerides,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:urea nitrogen,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:urinary bladder,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:uterus,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SUB:[other],pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,40.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:adrenal gland,no_effect,,Neg,0.081,0.0,0.86,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,4.5,mg/kg/day,no_data,
SUB:alanine aminotransferase (alt/sgpt),pos_effect,,Pos,0.53,0.0,0.855,no_data,,24.4,ppm,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,4.0,mg/kg/day,no_data,
SUB:albumin,pos_effect,,Pos,0.759,0.0,0.785,no_data,,no_data,,no_data,,160.0,mg/kg/day,14.85,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,43.2,mg/kg/day,no_data,
SUB:albumin-globulin ratio,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,707.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SUB:alkaline phosphatase (alp/alk),pos_effect,,Pos,0.707,0.0,0.95,20.0,mg/kg/day,24.4,ppm,no_data,,no_effect,,14.85,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,250.0,mg/kg/day,no_data,,no_data,
SUB:appearance and color,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,
SUB:aspartate aminotransferase (ast/sgot),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,43.2,mg/kg/day,no_data,
SUB:bile acids,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:blood,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,250.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:blood clotting,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,250.0,mg/kg/day,no_data,,no_data,
SUB:body weight,pos_effect,,Pos,0.821,0.25,0.84,20.0,mg/kg/day,0.03,ppm,no_data,,40.0,mg/kg/day,14.85,mg/kg/day,no_data,,no_data,,no_data,,200.0,mg/kg/day,50.0,mg/kg/day,406.0,mg/kg/day,no_effect,,no_effect,,43.2,mg/kg/day,no_data,
SUB:bone,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:bone marrow,no_effect,,Neg,0.19,0.0,0.97,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,115.0,mg/kg/day,no_effect,,no_effect,,no_effect,,no_effect,,43.2,mg/kg/day,no_data,
SUB:brain,no_effect,,Neg,0.406,0.0,0.995,20.0,mg/kg/day,no_effect,,no_data,,no_effect,,5.0,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_effect,,406.0,mg/kg/day,no_effect,,no_effect,,127.5,mg/kg/day,no_data,
SUB:calcium,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,14.85,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,250.0,mg/kg/day,no_data,,no_data,
SUB:cholesterol,pos_effect,,Pos,0.577,0.0,0.935,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,349.0,mg/kg/day,no_data,,250.0,mg/kg/day,43.2,mg/kg/day,no_data,
SUB:cholinesterase,pos_effect,,Pos,1.0,0,1,20.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:clinical signs,pos_effect,,Pos,0.776,0.0,0.985,20.0,mg/kg/day,no_effect,,no_data,,80.0,mg/kg/day,5.0,mg/kg/day,no_data,,no_data,,no_data,,40.0,mg/kg/day,50.0,mg/kg/day,349.0,mg/kg/day,no_effect,,50.0,mg/kg/day,100.0,mg/kg/day,no_data,
SUB:clitoral gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:creatine phosphokinase,no_effect,,Neg,0.298,0.0,0.605,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,43.2,mg/kg/day,no_data,
SUB:creatinine,pos_effect,,Pos,0.776,0.0,0.805,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,130.0,mg/kg/day,no_data,,no_data,,0.625,mg/kg/day,250.0,mg/kg/day,43.2,mg/kg/day,no_data,
SUB:ear,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:eosinophils,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,80.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:epididymis,no_effect,,Neg,0.325,0.1904761904761905,0.91,20.0,mg/kg/day,no_effect,,no_data,,160.0,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,707.0,mg/kg/day,no_effect,,no_effect,,no_effect,,no_data,
SUB:erythrocyte (rbc) count differential,pos_effect,,Pos,1.0,0,1,5.0,mg/kg/day,24.4,ppm,no_data,,40.0,mg/kg/day,14.85,mg/kg/day,no_data,,no_data,,no_data,,200.0,mg/kg/day,no_data,,707.0,mg/kg/day,no_data,,no_data,,4.5,mg/kg/day,no_data,
SUB:esophagus,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:estrous cycle,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,445.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:eye,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:flouride,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,14.85,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:food consumption,no_effect,,Neg,0.19,0.0,0.965,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,406.0,mg/kg/day,no_effect,,no_effect,,101.9,mg/kg/day,no_data,
SUB:full gross necropsy,no_effect,,Neg,0.135,0.0,0.91,20.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:gallbladder,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,
SUB:gamma glutamyl transpeptides (gtp),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,43.2,mg/kg/day,no_data,
SUB:globulins,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,14.85,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,349.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SUB:glucose,no_effect,,Neg,0.195,0.0,0.82,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,0.625,mg/kg/day,no_effect,,no_data,,no_data,
SUB:glutamate dehydrogenase,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,250.0,mg/kg/day,no_data,,no_data,
SUB:harderian gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:heart,no_effect,,Neg,0.406,0.0,1.0,20.0,mg/kg/day,no_effect,,no_data,,no_effect,,100.0,ppm,no_data,,no_data,,no_data,,840.0,mg/kg/day,no_effect,,no_effect,,no_effect,,no_effect,,43.2,mg/kg/day,no_data,
SUB:hematocrit (hct),pos_effect,,Pos,1.0,0,1,5.0,mg/kg/day,no_data,,no_data,,40.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,225.0,mg/kg/day,no_data,,707.0,mg/kg/day,no_data,,no_data,,43.2,mg/kg/day,no_data,
SUB:hemoglobin (hgb),pos_effect,,Pos,1.0,0,1,5.0,mg/kg/day,no_data,,no_data,,40.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,200.0,mg/kg/day,no_data,,707.0,mg/kg/day,no_data,,250.0,mg/kg/day,4.5,mg/kg/day,no_data,
SUB:intestine large,no_effect,,Neg,0.09,0.0,0.92,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,250.0,mg/kg/day,no_effect,,no_data,
SUB:intestine small,no_effect,,Neg,0.179,0.0,0.985,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,50.0,mg/kg/day,no_effect,,no_effect,,250.0,mg/kg/day,no_effect,,no_data,
SUB:kidney,pos_effect,,Pos,0.675,0.19047619047619047,0.91,20.0,mg/kg/day,no_effect,,no_data,,no_effect,,14.85,mg/kg/day,no_data,,no_data,,no_data,,200.0,mg/kg/day,no_effect,,707.0,mg/kg/day,0.625,mg/kg/day,250.0,mg/kg/day,43.2,mg/kg/day,no_data,
SUB:lacrimal gland,no_effect,,Neg,0.0,0,1,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:larynx,no_effect,,Neg,0.101,0.0,0.875,no_effect,,no_effect,,no_data,,no_effect,,180.0,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:leukocyte (wbc) count differential,pos_effect,,Pos,0.529,0.0,0.44,no_data,,no_data,,no_data,,80.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:lipids,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,250.0,mg/kg/day,no_data,,no_data,
SUB:liver,pos_effect,,Pos,0.585,0.0,0.995,5.0,mg/kg/day,no_effect,,no_data,,no_effect,,5.0,mg/kg/day,no_data,,no_data,,no_data,,840.0,mg/kg/day,no_effect,,349.0,mg/kg/day,0.625,mg/kg/day,no_effect,,433.0,mg/kg/day,no_data,
SUB:lung,no_effect,,Neg,0.46,0.0,0.98,20.0,mg/kg/day,0.001,ppm,no_data,,no_effect,,14.85,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,0.625,mg/kg/day,no_effect,,no_effect,,no_data,
SUB:lymph node,no_effect,,Neg,0.249,0.0,0.97,no_effect,,24.4,ppm,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,50.0,mg/kg/day,no_effect,,no_data,
SUB:lymphocyte,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,160.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:mammary gland,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:mean corpuscular (cell) volume (mcv),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,40.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,200.0,mg/kg/day,no_data,,794.0,mg/kg/day,no_data,,no_data,,43.2,mg/kg/day,no_data,
SUB:mean corpuscular hemoglobin (mch),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,80.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,200.0,mg/kg/day,no_data,,794.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SUB:mean corpuscular hemoglobin concentration (mchc),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,80.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,200.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,43.2,mg/kg/day,no_data,
SUB:methemoglobin,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,30.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:monocytes,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,80.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:mortality,no_effect,,Neg,0.361,0.0,0.995,no_effect,,no_effect,,no_data,,no_effect,,180.0,mg/kg/day,no_data,,no_data,,no_data,,250.0,mg/kg/day,50.0,mg/kg/day,no_effect,,no_effect,,no_effect,,100.0,mg/kg/day,no_data,
SUB:nerve,no_effect,,Neg,0.135,0.0,0.89,1.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:neutrophils,pos_effect,,Pos,1.0,0,1,no_data,,0.03,ppm,no_data,,80.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:non-protein sulfhydryl (npsh),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,0.625,mg/kg/day,no_data,,no_data,,no_data,
SUB:nose,no_effect,,Neg,0.235,0.25,0.865,no_effect,,14.13,ppm,no_data,,no_effect,,1.49,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:nucleated red blood cell (nrbc),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,80.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,200.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:occult blood,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,
SUB:ovary,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:pancreas,no_effect,,Neg,0.191,0.0,0.985,no_effect,,no_effect,,no_data,,80.0,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,250.0,mg/kg/day,no_effect,,no_data,
SUB:parathyroid,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,
SUB:parathyroid gland,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:ph,no_effect,,Neg,0.163,0.0,0.815,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_effect,,43.2,mg/kg/day,no_data,
SUB:pharynx,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:pituitary gland,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:platelet,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,40.0,mg/kg/day,14.85,mg/kg/day,no_data,,no_data,,no_data,,225.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:potassium,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,250.0,mg/kg/day,no_data,,no_data,
SUB:preputial gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:prostate,no_effect,,Neg,0.135,0.0,0.9,20.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:protein,no_effect,,Neg,0.34,0.0,0.935,no_data,,no_data,,no_data,,no_effect,,14.85,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_effect,,349.0,mg/kg/day,no_data,,no_effect,,no_data,,no_data,
SUB:reticulocyte,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,160.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,200.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,43.2,mg/kg/day,no_data,
SUB:salivary glands,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:seminal vesicle,no_effect,,Neg,0.135,0.0,0.91,20.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:skeletal muscle,no_effect,,Neg,0.414,0.0,0.63,20.0,mg/kg/day,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:skin,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:sorbitol dehydrogenase,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:specific gravity/osmolality,pos_effect,,Pos,0.752,0.0,0.765,no_data,,no_data,,no_data,,no_data,,14.85,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,250.0,mg/kg/day,4.0,mg/kg/day,no_data,
SUB:sperm measure,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,115.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:spinal cord,no_effect,,Neg,0.15,0.0,0.91,20.0,mg/kg/day,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:spleen,no_effect,,Neg,0.305,0.0,0.97,20.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,115.0,mg/kg/day,no_effect,,no_effect,,no_effect,,no_effect,,433.0,mg/kg/day,no_data,
SUB:stomach,no_effect,,Neg,0.314,0.0,0.995,20.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,310.0,mg/kg/day,no_effect,,no_effect,,no_effect,,250.0,mg/kg/day,no_effect,,no_data,
SUB:testes,pos_effect,,Pos,0.596,0.0,0.985,20.0,mg/kg/day,no_effect,,no_data,,160.0,mg/kg/day,14.85,mg/kg/day,no_data,,no_data,,no_data,,750.0,mg/kg/day,no_effect,,707.0,mg/kg/day,no_effect,,no_effect,,43.2,mg/kg/day,no_data,
SUB:thymus,no_effect,,Neg,0.37,0.14285714285714285,0.965,5.0,mg/kg/day,24.4,ppm,no_data,,no_effect,,14.85,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:thyroid gland,no_effect,,Neg,0.271,0.0,0.99,no_effect,,no_effect,,no_data,,no_effect,,100.0,ppm,no_data,,no_data,,no_data,,no_effect,,10.7,mg/kg/day,no_effect,,no_effect,,no_effect,,4.0,mg/kg/day,no_data,
SUB:tongue,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:trachea,no_effect,,Neg,0.101,0.0,0.855,no_effect,,no_effect,,no_data,,no_effect,,100.0,ppm,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
SUB:triglycerides,no_effect,,Neg,0.32,0.0,0.65,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,0.00625,mg/kg/day,no_data,,no_data,,no_data,
SUB:urea nitrogen,pos_effect,,Pos,0.628,0.0,0.72,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,30.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,4.0,mg/kg/day,no_data,
SUB:urinary bladder,no_effect,,Neg,0.215,0.0625,0.965,20.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,101.9,mg/kg/day,no_data,
SUB:uterus,no_effect,,Neg,0.215,0.0625,0.975,20.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,45.7,mg/kg/day,no_data,
SUB:vagina,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:volume,pos_effect,,Pos,0.744,0.0,0.775,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,0.625,mg/kg/day,250.0,mg/kg/day,4.0,mg/kg/day,no_data,
SUB:water consumption,pos_effect,,Pos,1.0,0,1,20.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,225.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,4.0,mg/kg/day,no_data,
